id,customer_location_id,name,deleted
1671,568,"SE SAN LUIS",0
1672,568,"SE PACHACUTEC",0
1673,606,"SECCIÓN 35",0
1674,638,"C.H. CARHUAQUERO",0
1675,639,MINA,0
1676,640,"CENTRAL HIDROELÉCTRICA",0
1677,641,"CENTRAL HIDROELECTIRCA URRA",0
1678,642,-,0
1679,643,-,0
1680,644,-,0
1681,645,-,0
1682,646,-,0
1683,647,-,0
1684,648,-,0
1685,649,-,0
1686,650,-,0
1687,651,-,0
1688,652,-,0
1689,653,-,0
1690,654,-,0
1691,655,-,0
1692,656,-,0
1693,657,-,0
1694,658,-,0
1695,659,-,0
1696,660,-,0
1697,661,-,0
1698,662,-,0
1699,663,-,0
1700,664,-,0
1701,665,-,0
1702,666,-,0
1703,667,-,0
1704,668,-,0
1705,669,-,0
1706,670,-,0
1707,671,-,0
1708,672,-,0
1709,673,-,0
1710,674,-,0
1711,675,-,0
1712,676,-,0
1713,677,-,0
1714,678,-,0
1715,679,-,0
1716,680,-,0
1717,681,-,0
1718,682,-,0
1719,683,-,0
1720,685,-,0
1721,686,-,0
1722,687,SUBESTACIÓN,0
